date,time,id,Temp,Humidity,CO2,TVOC,PM1,PM2.5,PM10,fan_action,filter_action
09/10/2022,15:54:11,3,31.41947,61.06873,419.7403,20,13,18,21,,
09/10/2022,15:54:11,4,31.96422,61.25488,452.2498,11,19,28,33,,
09/10/2022,15:54:11,2,31.68116,60.91309,388.9148,20,16,23,27,,
09/10/2022,15:54:11,1,31.99092,60.21576,454.8611,122,15,22,25,,
09/10/2022,15:54:21,3,31.4622,61.11298,417.9366,20,13,18,21,,
09/10/2022,15:54:21,4,31.92416,61.06262,452.3209,11,19,27,31,,
09/10/2022,15:54:21,2,31.66781,60.88867,389.8977,20,15,21,24,,
09/10/2022,15:54:21,1,31.9749,60.2478,456.239,122,15,22,25,,
09/10/2022,15:54:31,3,31.47555,61.00922,416.9619,20,12,17,20,,
09/10/2022,15:54:31,4,31.96422,61.36475,453.2189,11,157,42,67,,
09/10/2022,15:54:31,2,31.68116,60.86731,390.2397,20,14,20,23,,
09/10/2022,15:54:31,1,31.99092,60.3302,454.8341,122,15,22,25,,
09/10/2022,15:54:41,3,31.50492,60.95734,416.4784,20,12,17,20,,
09/10/2022,15:54:41,4,31.92416,61.67145,455.3275,11,183,94,202,,
09/10/2022,15:54:41,2,31.69718,60.86121,390.4369,20,13,18,21,,
09/10/2022,15:54:41,1,32.00427,60.22644,451.2486,122,15,21,24,,
09/10/2022,15:54:41,,31.99092,61.36475,456.239,122,157,42,67,1,1
09/10/2022,15:54:51,3,31.49157,60.88562,414.5634,20,12,17,20,,
09/10/2022,15:54:51,4,31.88144,61.63483,455.6473,11,179,86,180,,
09/10/2022,15:54:51,2,31.68116,60.72845,391.4883,20,12,17,20,,
09/10/2022,15:54:51,1,32.03365,60.11658,451.4051,122,15,21,24,,
09/10/2022,15:55:01,3,31.47555,61.15875,414.5675,20,13,19,22,,
09/10/2022,15:55:01,4,31.75327,61.74469,458.9152,11,205,143,254,,
09/10/2022,15:55:01,2,31.59838,60.85358,392.1859,20,12,17,19,,
09/10/2022,15:55:01,1,31.9749,60.14252,450.2852,122,14,20,23,,
09/10/2022,15:55:11,3,31.53162,60.89325,415.9161,20,13,18,21,,
09/10/2022,15:55:11,4,31.85207,61.80115,454.439,11,95,176,10,,
09/10/2022,15:55:11,2,31.58236,61.00311,393.0722,20,12,17,19,,
09/10/2022,15:55:11,1,32.03365,60.16541,450.6927,122,14,20,23,,
09/10/2022,15:55:11,,32.03365,61.74469,458.9152,122,205,143,254,1,1
09/10/2022,15:55:22,3,31.54765,60.7666,416.8583,20,12,17,20,,
09/10/2022,15:55:22,4,31.88144,61.67603,455.3902,11,64,115,109,,
09/10/2022,15:55:22,2,31.56901,61.14044,392.7184,20,11,16,18,,
09/10/2022,15:55:22,1,32.07637,59.97467,447.1876,122,14,20,23,,
09/10/2022,15:55:32,3,31.59037,60.66895,415.6256,20,56,85,102,,
09/10/2022,15:55:32,4,31.85207,61.67145,458.9574,11,19,25,229,,
09/10/2022,15:55:32,2,31.68116,60.98938,393.1768,20,11,16,18,,
09/10/2022,15:55:32,1,32.1458,59.8465,445.5547,122,14,20,23,,
09/10/2022,15:55:42,3,31.57702,60.76202,415.439,20,52,79,95,,
09/10/2022,15:55:42,4,31.90814,61.7218,455.0526,11,159,46,78,,
09/10/2022,15:55:42,2,31.72388,60.78949,391.7427,20,11,16,18,,
